Approved symbol	Status	Previous symbols	Alias symbols	RefSeq IDs	Ensembl ID(supplied by Ensembl)
LRRC43	Approved		MGC35140	NM_152759	ENSG00000158113
LRRC45	Approved		MGC20806	NM_144999	ENSG00000169683
LRRC46	Approved		MGC16309	NM_033413	ENSG00000141294
LRRC47	Approved		KIAA1185, RP1-286D6.3	NM_020710	ENSG00000130764
LRRC49	Approved		FLJ20156	NM_017691	ENSG00000137821
LRRC51	Approved			NM_001145307	ENSG00000184154
LRRC52	Approved		FLJ25811	NM_001005214	ENSG00000162763
LRRC52-AS1	Approved			NR_026744	ENSG00000237463
LRRC53	Approved				ENSG00000162621
LRRC55	Approved		FLJ45686	NM_001005210	ENSG00000183908
LRRC56	Approved		FLJ00101, DKFZp761L1518, DNAAF12	NM_198075	ENSG00000161328
LRRC57	Approved		FLJ36812	NM_153260	ENSG00000180979
LRRC57P1	Approved			NG_023735	ENSG00000238065
LRRC58	Approved			NM_001099678	ENSG00000163428
LRRC58-DT	Approved				
LRRC59	Approved		PRO1855, FLJ21675	NM_018509	ENSG00000108829
LRRC61	Approved		MGC3036, FLJ31392, HSPC295	NM_023942	ENSG00000127399
LRRC63	Approved		RP11-139H14.4	NM_001282460	ENSG00000173988
LRRC66	Approved			NM_001024611	ENSG00000188993
LRRC69	Approved			NM_001129890	ENSG00000214954
LRRC70	Approved		SLRN, LOC100130733	XR_042302	ENSG00000186105
LRRC71	Approved	C1orf92	FLJ32884	NM_144702	ENSG00000160838
LRRC72	Approved		CFAP279, FAP279		ENSG00000205858
LRRC73	Approved	C6orf154	dJ337H4.2	NM_001012974	ENSG00000204052
LRRC74A	Approved	C14orf166B, LRRC74		NM_194287	ENSG00000100565
LRRC74B	Approved				ENSG00000187905
LRRC75A	Approved	C17orf76, FAM211A	FLJ35696	NM_207387	ENSG00000181350
LRRC75B	Approved	C22orf36, FAM211B	MGC131773	NM_207644	ENSG00000178026
LRRC77P	Approved	LINC01330		NR_033843	ENSG00000244227
LRRCC1	Approved		KIAA1764, CLERC, VFL1	NM_033402	ENSG00000133739
LRRD1	Approved		IMAGE:4798971	NM_001045475	ENSG00000240720
LRRFIP1	Approved		FLAP-1, FLIIAP1, TRIP, GCF-2, HUFI-1, GCF2	NM_004735	ENSG00000124831
LRRFIP1P1	Approved			NG_033175	ENSG00000240429
LRRFIP2	Approved		HUFI-2	NM_006309	ENSG00000093167
LRRFIP2P1	Approved			NG_022611	ENSG00000237014
LRRIQ1	Approved		FLJ12303, KIAA1801	NM_032165	ENSG00000133640
LRRIQ3	Approved	LRRC44	MGC22773	NM_145258	ENSG00000162620
LRRIQ4	Approved		LRRC64	NM_001080460	ENSG00000188306
LRRK1	Approved		FLJ23119, KIAA1790, ROCO1, RIPK6	NM_024652	ENSG00000154237
LRRK2	Approved	PARK8	ROCO2, DKFZp434H2111, FLJ45829, RIPK7	NM_198578	ENSG00000188906
LRRK2-DT	Approved				ENSG00000225342
LRRN1	Approved		FIGLER3	NM_020873	ENSG00000175928
LRRN2	Approved	LRRN5	GAC1, LRANK1, FIGLER7	NM_006338	ENSG00000170382
LRRN3	Approved		NLRR3, FLJ11129, FIGLER5	NM_018334	ENSG00000173114
LRRN4	Approved	C20orf75	dJ1056H1.1, NLRR4	NM_152611	ENSG00000125872
LRRN4CL	Approved			NM_203422	ENSG00000177363
LRRN5	Symbol Withdrawn				
LRRTM1	Approved		FLJ32082	NM_178839	ENSG00000162951
LRRTM2	Approved		KIAA0416		ENSG00000146006
LRRTM3	Approved			NM_178011	ENSG00000198739
LRRTM4	Approved		FLJ12568	NM_024993	ENSG00000176204
LRRTM4-AS1	Approved			NR_110284	ENSG00000234653
LRS1	Symbol Withdrawn				
LRSAM1	Approved		FLJ31641, CMT2P, RIFLE, TAL	NM_138361	ENSG00000148356
LRTM1	Approved		HT017	NM_020678	ENSG00000144771
LRTM2	Approved				ENSG00000166159
LRTOMT	Approved	LRRC51, DFNB63	COMT2, CFAP111, LRTOMT1, LRTOMT2	NM_145309	ENSG00000284922
LRWD1	Approved		DKFZp434K1815, ORCA, CENP-33	NM_152892	ENSG00000161036
LSAMP	Approved		LAMP, IGLON3	NM_002338	ENSG00000185565
LSAMP-AS1	Approved				ENSG00000240922
LSFC	Symbol Withdrawn				
LSG1	Approved		FLJ11301	NM_018385	ENSG00000041802
LSH	Symbol Withdrawn				
LSINCT5	Approved			NR_145480	ENSG00000281560
LSM1	Approved		CASM, YJL124C	NM_014462	ENSG00000175324
LSM1P1	Approved			NG_030485	ENSG00000233551
LSM1P2	Approved				ENSG00000271679
LSM2	Approved	C6orf28	G7b, YBL026W	NM_021177	ENSG00000204392
LSM3	Approved		YLR438C, SMX4, USS2	NM_014463	ENSG00000170860
LSM3P1	Approved			NG_012904	
LSM3P2	Approved				ENSG00000257847
LSM3P3	Approved				ENSG00000225787
LSM3P4	Approved				ENSG00000250835
LSM3P5	Approved				ENSG00000260014
LSM4	Approved		YER112W		ENSG00000130520
LSM5	Approved		YER146W		ENSG00000106355
LSM6	Approved		YDR378C	NM_007080	ENSG00000164167
LSM6P1	Approved	LSM6P	HsT818		
LSM6P2	Approved			NG_021717	ENSG00000257730
LSM7	Approved		YNL147W	NM_016199	ENSG00000130332
LSM8	Approved		YJR022W		ENSG00000128534
LSM10	Approved		MGC15749	NM_032881	ENSG00000181817
LSM11	Approved		FLJ38273	NM_173491	ENSG00000155858
LSM12	Approved		FLJ30656	NM_152344	ENSG00000161654
LSM12P1	Approved	LSM12P			ENSG00000232024
LSM14A	Approved	C19orf13, FAM61A	DKFZP434D1335, RAP55A, RAP55	NM_015578	ENSG00000257103
LSM14B	Approved	C20orf40, FAM61B	FT005, bA11M20.3, FLJ25473, LSM13, RAP55B	NM_144703	ENSG00000149657
LSMEM1	Approved	C7orf53	FLJ39575	NM_182597	ENSG00000181016
LSMEM2	Approved	C3orf45	FLJ38608	NM_153215	ENSG00000179564
LSP1	Approved		WP34	NM_002339	ENSG00000130592
LSP1P1	Approved			NG_023189	ENSG00000269099
LSP1P2	Approved				ENSG00000240665
LSP1P3	Approved				ENSG00000162685
LSP1P4	Approved				ENSG00000143429
LSP1P5	Approved				
LSR	Approved		LISCH7, ILDR3	NM_015925	ENSG00000105699
LSS	Approved		OSC		ENSG00000160285
LST1	Approved		LST-1, B144, D6S49E		ENSG00000204482
LTA	Approved	TNFB	TNFSF1, LT		ENSG00000226979
LTA4H	Approved			NM_000895	ENSG00000111144
LTB	Approved	TNFC	p33, TNFSF3		ENSG00000227507
LTB4H	Symbol Withdrawn				
LTB4R	Approved	P2RY7, GPR16, CMKRL1	BLTR, P2Y7, LTB4R1		ENSG00000213903
LTB4R2	Approved		BLTR2, BLT2, JULF2, NOP9		ENSG00000213906
LTBP1	Approved			NM_206943	ENSG00000049323
LTBP2	Approved	LTBP3, C14orf141		NM_000428	ENSG00000119681
LTBP3	Approved	LTBP2		NM_021070	ENSG00000168056
LTBP4	Approved		LTBP-4, LTBP-4L, FLJ46318, FLJ90018	NM_003573	ENSG00000090006
LTBR	Approved	D12S370	TNFCR, TNFR-RP, TNFR2-RP, TNF-R-III, TNFRSF3		ENSG00000111321
LTC4S	Approved		MGC33147	NM_000897	ENSG00000213316
LTF	Approved		HLF2	NM_002343	ENSG00000012223
LTK	Approved		TYK1		ENSG00000062524
LTN1	Approved	C21orf98, C21orf10, ZNF294, RNF160	KIAA0714, FLJ11053, LISTERIN	NM_015565	ENSG00000198862
LTO1	Approved	ORAOV1	TAOS1, CIAB1	NM_153451	ENSG00000149716
LTO1P1	Approved	ORAOV1P1			ENSG00000251008
LTV1	Approved	C6orf93	FLJ14909, dJ468K18.4	NM_032860	ENSG00000135521
LTV1P1	Approved				ENSG00000250219
LUADT1	Approved			NR_132442	ENSG00000196634
LUARIS	Approved		lncRNA#32, SCAT6	NR_038276	ENSG00000231638
LUC7L	Approved		LUC7B1, hLuc7B1, Luc7	NM_201412	ENSG00000007392
LUC7L2	Approved		CGI-74, CGI-59, H_NH0792N18.3, FLJ10657, LUC7B2, hLuc7B2	NM_016019	ENSG00000146963
LUC7L3	Approved		LUC7A, CROP, OA48-18, CREAP-1, FLJ11063, CRA, hLuc7A	NM_016424	ENSG00000108848
LUC7L3P1	Approved				
LUCAT1	Approved		SCAL1, SCAT5	NR_103548	ENSG00000248323
LUM	Approved	LDC	SLRR2D	NM_002345	ENSG00000139329
LUNAR1	Approved				ENSG00000278090
LURAP1	Approved	C1orf190	FLJ25163, LRAP35a	NM_001013615	ENSG00000171357
LURAP1L	Approved	C9orf150	MGC46502, FLJ38505, bA3L8.2, LRAP35b	NM_203403	ENSG00000153714
LURAP1L-AS1	Approved				ENSG00000235448
LUZP1	Approved		LUZP	NM_033631	ENSG00000169641
LUZP2	Approved			NM_001009909	ENSG00000187398
LUZP4	Approved		HOM-TES-85, CT-8, CT28	NM_016383	ENSG00000102021
LUZP4P1	Approved				ENSG00000232853
LUZP6	Approved		MTPNUT, MPD6	NM_001128619	
LVRN	Approved		APQ, FLJ90650, AQPEP, TAQPEP	NM_173800	ENSG00000172901
LW	Symbol Withdrawn				
LXN	Approved			NM_020169	ENSG00000079257
LY6D	Approved		E48	NM_003695	ENSG00000167656
LY6E	Approved		TSA-1, RIG-E, SCA-2	NM_001127213	ENSG00000160932
LY6E-DT	Approved		LOC100133669	NR_026913	ENSG00000247317
LY6G5B	Approved	C6orf19	G5b		ENSG00000240053
LY6G5C	Approved	C6orf20	G5c, NG33		ENSG00000204428
LY6G6C	Approved	C6orf24	G6c, NG24		ENSG00000204421
LY6G6D	Approved	C6orf23	MEGT1, Ly6-D, G6D, LY6-D, NG25		ENSG00000244355
LY6G6E	Approved	C6orf22	G6e	NR_024541	ENSG00000255552
LY6G6F	Approved	LY6G6D, C6orf21	G6f, NG32	NM_001003693	ENSG00000204424
LY6G6F-LY6G6D	Approved		MEGT1, MEGT-1, G6F-LY6G6D		ENSG00000250641
LY6H	Approved		NMLY6		ENSG00000176956
LY6K	Approved		HSJ001348, FLJ35226, CT97	NM_017527	ENSG00000160886
LY6L	Approved				ENSG00000261667
LY9	Approved		CD229, mLY9, SLAMF3, hly9	NM_002348	ENSG00000122224
LY75	Approved		DEC-205, CLEC13B, CD205		ENSG00000054219
LY75-CD302	Approved				ENSG00000248672
LY86	Approved		MD-1, dJ80N2.1		ENSG00000112799
LY86-AS1	Approved	LY86AS, LY86-AS	FLJ33708	NR_026970	ENSG00000216863
LY96	Approved		MD-2	NM_015364	ENSG00000154589
LYAM1	Symbol Withdrawn				
LYAR	Approved		ZC2HC2, ZLYAR	NM_017816	ENSG00000145220
LYARP1	Approved				ENSG00000229560
LYG1	Approved		SALW1939, LYGA1	NM_174898	ENSG00000144214
LYG2	Approved		LYGH, LYGA2	NM_175735	ENSG00000185674
LYL1	Approved		bHLHa18	NM_005583	ENSG00000104903
LYN	Approved		JTK8	NM_002350	ENSG00000254087
LYNX1	Approved		SLURP2	NM_177476	ENSG00000180155
LYNX1-SLURP2	Approved			NM_023946	ENSG00000284505
LYP	Symbol Withdrawn				
LYPD1	Approved	LYPDC1	MGC29643	NM_144586	ENSG00000150551
LYPD2	Approved	LYPDC2	RGTR430, UNQ430	NM_205545	ENSG00000197353
LYPD3	Approved		C4.4A	NM_014400	ENSG00000124466
LYPD4	Approved		MGC42718	NM_173506	ENSG00000273111
LYPD5	Approved		FLJ30469	NM_182573	ENSG00000159871
LYPD6	Approved		MGC52057	NM_194317	ENSG00000187123
LYPD6B	Approved		CT116, LYPD7	NM_177964	ENSG00000150556
LYPD8	Approved			NM_001085474	ENSG00000259823
LYPD9P	Approved				ENSG00000229703
LYPLA1	Approved		LPL1, APT-1		ENSG00000120992
LYPLA1P1	Approved				ENSG00000223595
LYPLA1P2	Approved				ENSG00000251483
LYPLA1P3	Approved				ENSG00000218350
LYPLA2	Approved		APT-2		ENSG00000011009
LYPLA2L	Symbol Withdrawn		APT, dJ570F3.6		
LYPLA2P1	Approved	LYPLA2L	dJ570F3.6, APT	NR_001444	ENSG00000228285
LYPLA2P2	Approved				ENSG00000269153
LYPLA2P3	Approved				ENSG00000236604
LYPLAL1	Approved		Q96AV0	NM_138794	ENSG00000143353
LYPLAL1-AS1	Approved			NR_135822	ENSG00000228536
LYPLAL1-DT	Approved	LYPLAL1-AS1		NR_038845	ENSG00000228063
LYRM1	Approved		A211C6.1	NM_020424	ENSG00000102897
LYRM2	Approved		DJ122O8.2	NM_020466	ENSG00000083099
LYRM4	Approved	C6orf149	CGI-203, ISD11	NM_020408	ENSG00000214113
LYRM4-AS1	Approved			NR_126015	
LYRM7	Approved	C5orf31	FLJ20796, MZM1L	NM_181705	ENSG00000186687
LYRM9	Approved	C17orf108	HSD24	NM_001076680	ENSG00000232859
LYSMD1	Approved		SB145, MGC35223, RP11-68I18.5	NM_212551	ENSG00000163155
LYSMD2	Approved		MGC35274	NM_153374	ENSG00000140280
LYSMD3	Approved		FLJ13542	NM_198273	ENSG00000176018
LYSMD4	Approved		FLJ33008	NM_152449	ENSG00000183060
LYST	Approved	CHS1	CHS, Mauve		ENSG00000143669
LYST-AS1	Approved	LYST-IT2			ENSG00000229463
LYST-IT1	Entry Withdrawn				
LYST2	Entry Withdrawn				
LYVE1	Approved	XLKD1	LYVE-1	NM_016164	ENSG00000133800
LYZ	Approved			NM_000239	ENSG00000090382
LYZL1	Approved		MGC33408, LYC2	NM_032517	ENSG00000120563
LYZL2	Approved			NM_183058	ENSG00000151033
LYZL4	Approved		MGC26768, LYC4	NM_144634	ENSG00000157093
LYZL6	Approved		LYC1, PRO1485, TKAL754	NM_020426	ENSG00000275722
LZIC	Approved		MGC15436	NM_032368	ENSG00000162441
LZTFL1	Approved		BBS17	NM_020347	ENSG00000163818
LZTR1	Approved		LZTR-1, BTBD29	NM_006767	ENSG00000099949
LZTS1	Approved		FEZ1	NM_021020	ENSG00000061337
LZTS1-AS1	Approved				ENSG00000253733
LZTS2	Approved		KIAA1813, LAPSER1	NM_032429	ENSG00000107816
LZTS3	Approved		ProSAPiP1, KIAA0552	NM_014731	ENSG00000088899
M1AP	Approved	C2orf65	D6Mm5e, SPATA37	NM_138804	ENSG00000159374
M1S1	Symbol Withdrawn				
M3S1	Symbol Withdrawn				
M4S1	Symbol Withdrawn				
M6P2	Entry Withdrawn				
M6PR	Approved		CD-MPR, CD-M6PR		ENSG00000003056
M6PRP1	Approved			NG_022689	ENSG00000228042
M6S1	Symbol Withdrawn				
M7V1	Symbol Withdrawn				
M17S1	Symbol Withdrawn				
M130	Entry Withdrawn				
M195	Entry Withdrawn				
MAA	Entry Withdrawn				
MAAT1	Symbol Withdrawn				
MAB21L1	Approved		CAGR1	NM_005584	ENSG00000180660
MAB21L2	Approved			NM_006439	ENSG00000181541
MAB21L3	Approved	C1orf161	FLJ38716	NM_152367	ENSG00000173212
MAB21L4	Approved	C2orf54	FLJ22671	NM_024861, NM_001085437	ENSG00000172478
MACC1	Approved		7A5, SH3BP4L	NM_182762	ENSG00000183742
MACC1-AS1	Approved			NR_046756	ENSG00000228598
MACC1-DT	Approved			NR_134567	
MACF1	Approved	KIAA0754	KIAA0465, ACF7, ABP620, KIAA1251, MACF, FLJ45612, FLJ46776, Lnc-PMIF	NM_033044	ENSG00000127603
MACIR	Approved	C5orf30	FLJ25291	NM_033211	ENSG00000181751
MACO1	Approved	TMEM57	FLJ10747	NM_018202	ENSG00000204178
MACOM	Entry Withdrawn				
MACORIS	Approved				ENSG00000237797
MACROD1	Approved		LRP16	NM_014067	ENSG00000133315
MACROD2	Approved	C20orf133	dJ631M13.5	NM_080676	ENSG00000172264
MACROD2-AS1	Approved	NCRNA00186	BA318C17.1		ENSG00000235914
MACROD2-IT1	Approved	C20orf68, NCRNA00227	bA467D7.4		ENSG00000227927
MACROH2A1	Approved	H2AFY	macroH2A1.2	NM_004893	ENSG00000113648
MACROH2A2	Approved	H2AFY2		NM_018649	ENSG00000099284
MAD1L1	Approved		HsMAD1, TXBP181, MAD1, PIG9, TP53I9	NM_003550	ENSG00000002822
MAD2L1	Approved		MAD2, HSMAD2		ENSG00000164109
MAD2L1-DT	Approved				ENSG00000250938
MAD2L1BP	Approved		CMT2, KIAA0110, dJ261G23.1	NM_014628	ENSG00000124688
MAD2L1P1	Approved	MAD2L1P		NG_002592	ENSG00000258445
MAD2L2	Approved		MAD2B, REV7, POLZ2, FANCV	NM_006341	ENSG00000116670
MADCAM1	Approved		MACAM1	NM_130760	ENSG00000099866
MADCAM1-AS1	Approved				ENSG00000266933
MADD	Approved		DENN, KIAA0358, RAB3GEP		ENSG00000110514
MADD-AS1	Approved			NR_120568	ENSG00000256746
MAEA	Approved		EMP, GID9, p44EMLP, HLC-10	NM_005882	ENSG00000090316
MAEL	Approved		FLJ14904, CT128, SPATA35	NM_032858	ENSG00000143194
MAF	Approved		c-MAF		ENSG00000178573
MAF1	Approved		DKFZp586G1123	NM_032272	ENSG00000179632
MAFA	Approved		RIPE3b1, hMafA	NM_201589	ENSG00000182759
MAFA-AS1	Approved		RP11-909N17.3, TCONS_00014882		ENSG00000254338
MAFB	Approved	KRML			ENSG00000204103
MAFD1	Entry Withdrawn		BPAD		
MAFD2	Entry Withdrawn				
MAFD3	Entry Withdrawn				
MAFF	Approved		hMafF	NM_001161572	ENSG00000185022
MAFG	Approved		MGC13090, MGC20149	NM_002359	ENSG00000197063
MAFG-DT	Approved	MAFG-AS1		NR_015454	ENSG00000265688
MAFIP	Approved		FLJ35473, FLJ00219, FLJ39633, MIP, pp5644, TEKT4P4	NR_046439	ENSG00000274847
MAFK	Approved		P18, NFE2U	NM_002360	ENSG00000198517
MAFTRR	Approved		linc-MAF-4	NR_104663	ENSG00000261390
MAG	Approved	GMA	SIGLEC4A, SIGLEC-4A, S-MAG	NM_080600	ENSG00000105695
MAGE1	Symbol Withdrawn				
MAGE2	Symbol Withdrawn				
MAGE3	Symbol Withdrawn				
MAGE4	Symbol Withdrawn				
MAGE5	Symbol Withdrawn				
MAGE6	Symbol Withdrawn				
MAGE7	Symbol Withdrawn				
MAGE8	Symbol Withdrawn				
MAGE9	Symbol Withdrawn				
MAGE10	Symbol Withdrawn				
MAGE11	Symbol Withdrawn				
MAGE12	Symbol Withdrawn				
MAGEA1	Approved	MAGE1	MGC9326, CT1.1	NM_004988	ENSG00000198681
MAGEA2	Approved	MAGE2	MAGEA2A, CT1.2	NM_005361	ENSG00000268606
MAGEA2B	Approved		MAGE2, MGC16973, MAGEA2	NM_153488	ENSG00000183305
MAGEA3	Approved	MAGE3	HYPD, HIP8, MGC14613, CT1.3	NM_005362	ENSG00000221867
MAGEA4	Approved	MAGE4	MAGE4A, MAGE4B, MAGE-41, MAGE-X2, MGC21336, CT1.4	NM_002362	ENSG00000147381
MAGEA4-AS1	Approved			NR_136578	ENSG00000229967
MAGEA5P	Approved	MAGE5, MAGEA5	MGC129526, CT1.5	NR_171383	ENSG00000242520
MAGEA6	Approved	MAGE6	CT1.6, MAGE3B, MAGE-3b	NM_005363	ENSG00000197172
MAGEA6-DT	Approved				ENSG00000286051
MAGEA7P	Approved	MAGE7, MAGEA7		NG_001156	ENSG00000224732
MAGEA8	Approved	MAGE8	MGC2182, CT1.8	NM_005364	ENSG00000156009
MAGEA8-AS1	Approved		RP5-869M20.2	NR_102703	ENSG00000230899
MAGEA9	Approved	MAGE9	MGC8421, CT1.9	NM_005365	ENSG00000123584
MAGEA9B	Approved			NM_001080790	ENSG00000267978
MAGEA10	Approved	MAGE10	MGC10599, CT1.10	NM_021048	ENSG00000124260
MAGEA11	Approved	MAGE11	MAGE-11, MAGEA-11, MGC10511, CT1.11	NM_005366	ENSG00000185247
MAGEA12	Approved	MAGE12	CT1.12	NM_005367	ENSG00000213401
MAGEA13P	Approved		LOC139363	XR_040398	ENSG00000183981
MAGEB1	Approved		MAGEL1, MAGE-Xp, DAM10, MGC9322, CT3.1	NM_002363	ENSG00000214107
MAGEB2	Approved		DAM6, MAGE-XP-2, MGC26438, CT3.2	NM_002364	ENSG00000099399
MAGEB3	Approved		CT3.5	NM_002365	ENSG00000198798
MAGEB4	Approved		MGC33144, CT3.6	NM_002367	ENSG00000120289
MAGEB5	Approved		MAGE-B5, CT3.3	NM_001271752	ENSG00000188408
MAGEB6	Approved		FLJ40242, MAGE-B6, MAGEB6A, CT3.4	NM_173523	ENSG00000176746
MAGEB6B	Approved	MAGEB6P1		NG_008389	ENSG00000232030
MAGEB10	Approved		FLJ32965	NM_182506	ENSG00000177689
MAGEB16	Approved				ENSG00000189023
MAGEB17	Approved			NM_001277307	ENSG00000182798
MAGEB18	Approved		MGC33889	NM_173699	ENSG00000176774
MAGEC1	Approved		MAGE-C1, CT7, MGC39366, CT7.1	NM_005462	ENSG00000155495
MAGEC2	Approved	MAGEE1	CT10, MAGE-C2, HCA587	NM_016249	ENSG00000046774
MAGEC3	Approved		HCA2, MAGE-C3, CT7.2	NM_138702	ENSG00000165509
MAGED1	Approved		NRAGE, DLXIN-1	NM_001005332	ENSG00000179222
MAGED2	Approved		JCL-1, BCG1, 11B6, MAGE-D2, HCA10, MAGED, MGC8386	NM_014599	ENSG00000102316
MAGED4	Approved		MAGE1, MGC3210, KIAA1859, MAGE-E1	NM_001098800	ENSG00000154545
MAGED4B	Approved				ENSG00000187243
MAGEE1	Approved		KIAA1587, DAMAGE	NM_020932	ENSG00000198934
MAGEE2	Approved		HCA3	NM_138703	ENSG00000186675
MAGEF1	Approved			NM_022149	ENSG00000177383
MAGEH1	Approved		APR1	NM_014061	ENSG00000187601
MAGEL2	Approved	NDNL1	nM15	NM_019066	ENSG00000254585
MAGI1	Approved	BAIAP1	BAP1, MAGI-1, TNRC19, AIP3, WWP3	NM_004742	ENSG00000151276
MAGI1-AS1	Approved				ENSG00000240175
MAGI1-IT1	Approved				ENSG00000272610
MAGI2	Approved		AIP1, ARIP1, KIAA0705, ACVRIP1, MAGI-2	NM_012301	ENSG00000187391
MAGI2-AS1	Approved				ENSG00000251276
MAGI2-AS2	Approved				ENSG00000226978
MAGI2-AS3	Approved		ENST00000414797	NR_038343	ENSG00000234456
MAGI2-IT1	Entry Withdrawn	MAGI2-IT	PR47, MAGI2IT		
MAGI3	Approved		MAGI-3	NM_152900	ENSG00000081026
MAGIX	Approved		PDZX, JM10, FLJ21687	NM_024859	ENSG00000269313
MAGOH	Approved		MAGOHA, MAGOH1	NM_002370	ENSG00000162385
MAGOH-DT	Approved			NR_038953	
MAGOH2P	Approved	MAGOH2		NR_049723	ENSG00000264176
MAGOH3P	Approved	MAGOHP	MAGOHP1	NG_002581	ENSG00000270975
MAGOHB	Approved		FLJ10292, MGN2	NM_018048	ENSG00000111196
MAGT1	Approved		DKFZp564K142, IAP, OST3B, MRX95, SLC58A1	NM_032121	ENSG00000102158
MAILR	Approved	AZIN1-AS1	MAIL1	NR_126338	ENSG00000253320
MAIP1	Approved	C2orf47	DKFZp666A212, FLJ22555	NM_024520	ENSG00000162972
MAJIN	Approved	C11orf85		NM_001037225	ENSG00000168070
MAK	Approved		dJ417M14.2, RP62	NM_005906	ENSG00000111837
MAK16	Approved	RBM13	MAK16L	NM_032509	ENSG00000198042
MAL	Approved		MVP17, VIP17	NM_002371	ENSG00000172005
MAL2	Approved			NM_052886	ENSG00000147676
MAL2-AS1	Approved				ENSG00000253972
MALAT1	Approved		PRO1073, MALAT-1, NCRNA00047, HCN, NEAT2, LINC00047, mascRNA	NR_002819	ENSG00000251562
MALINC1	Approved	LINC01024	MA-linc1	NR_102739	ENSG00000245146
MALL	Approved		BENE	NM_005434	ENSG00000144063
MALLP1	Approved				ENSG00000282785
MALLP2	Approved				ENSG00000283270
MALRD1	Approved	C10orf112	bA265G8.2, Diet1	NM_001142308	ENSG00000204740
MALSU1	Approved	C7orf30	mtRsfA	NM_138446	ENSG00000156928
MALT1	Approved	MLT	PCASP1	NM_006785	ENSG00000172175
MALT1-AS1	Approved			NR_164150	ENSG00000267226
MAM	Symbol Withdrawn				
MAMDC2	Approved		MGC21981	NM_153267	ENSG00000165072
MAMDC2-AS1	Approved				ENSG00000204706
MAMDC4	Approved		AEGP, DKFZp434M1411, EDTB	NM_206920	ENSG00000177943
MAML1	Approved		KIAA0200, Mam-1	NM_014757	ENSG00000161021
MAML2	Approved		KIAA1819, MAM3		ENSG00000184384
MAML3	Approved	TNRC3	KIAA1816, MAM2, CAGH3, GDN		ENSG00000196782
MAMLD1	Approved	CXorf6	CG1, F18	NM_005491	ENSG00000013619
MAMSTR	Approved		MASTR, FLJ36070	NM_182574	ENSG00000176909
MAN1A1	Approved			NM_005907	ENSG00000111885
MAN1A2	Approved		MAN1B	NM_006699	ENSG00000198162
MAN1A2P1	Approved				ENSG00000267799
MAN1B1	Approved		MANA-ER, MRT15, ERManI, ERMan1	NM_016219	ENSG00000177239
MAN1B1-DT	Approved	MAN1B1-AS1		NR_027447	ENSG00000268996
MAN1C1	Approved		HMIC	NM_020379	ENSG00000117643
MAN2A1	Approved	MANA2	GOLIM7		ENSG00000112893
MAN2A1-DT	Approved				ENSG00000271849
MAN2A2	Approved		MANA2X, HsT19662	NM_006122	ENSG00000196547
MAN2B1	Approved	MANB	LAMAN		ENSG00000104774
MAN2B2	Approved		KIAA0935, EpMAN	NM_015274	ENSG00000013288
MAN2C1	Approved	MANA1, MANA			ENSG00000140400
MANA1	Symbol Withdrawn				
MANA2	Symbol Withdrawn				
MANB	Symbol Withdrawn				
MANBA	Approved			NM_005908	ENSG00000109323
MANBAL	Approved		dJ1141E15.2	NM_022077	ENSG00000101363
MANBB	Entry Withdrawn				
MANCR	Approved	LINC00704	CR749391	NR_024475	ENSG00000231298
MANEA	Approved		FLJ12838, mandaselin	NM_024641	ENSG00000172469
MANEA-DT	Approved	MANEA-AS1		NR_047502	ENSG00000261366
MANEAL	Approved		FLJ31434	NM_152496	ENSG00000185090
MANEALP1	Approved			NG_021523	ENSG00000214070
MANF	Approved	ARMET	ARP	NM_006010	ENSG00000145050
MANSC1	Approved		FLJ10298, LOH12CR3	NM_018050	ENSG00000111261
MANSC4	Approved				ENSG00000205693
MAOA	Approved			NM_000240	ENSG00000189221
MAOB	Approved			NM_000898	ENSG00000069535
MAP1A	Approved	MAP1L		NM_002373	ENSG00000166963
MAP1B	Approved		MAP5, PPP1R102	NM_005909	ENSG00000131711
MAP1L	Symbol Withdrawn				
MAP1LC3A	Approved		MAP1BLC3, MAP1ALC3, LC3, LC3A, ATG8E	NM_181509	ENSG00000101460
MAP1LC3B	Approved		ATG8F		ENSG00000140941
MAP1LC3B2	Approved		ATG8G	NM_001085481	ENSG00000258102
MAP1LC3BP1	Approved				ENSG00000231909
MAP1LC3C	Approved		ATG8J	NM_001004343	ENSG00000197769
MAP1LC3P	Approved		HsT312		ENSG00000267647
MAP1S	Approved	C19orf5, VCY2IP1, BPY2IP1	FLJ10669, MAP8	NM_018174	ENSG00000130479
MAP2	Approved		MAP2A, MAP2B, MAP2C	NM_001039538	ENSG00000078018
MAP2K1	Approved	PRKMK1	MEK1, MAPKK1		ENSG00000169032
MAP2K1P1	Approved			NG_001273	ENSG00000254013
MAP2K2	Approved	PRKMK2	MEK2		ENSG00000126934
MAP2K3	Approved	PRKMK3	MEK3, MKK3, MAPKK3	NM_145109	ENSG00000034152
MAP2K4	Approved	SERK1	MEK4, JNKK1, PRKMK4, MKK4		ENSG00000065559
MAP2K4P1	Approved				ENSG00000269904
MAP2K5	Approved	PRKMK5	MEK5, MAPKK5, HsT17454	NM_145162	ENSG00000137764
MAP2K5-DT	Approved				ENSG00000270964
MAP2K6	Approved	PRKMK6	MEK6, MKK6, SAPKK3, MAPKK6	NM_002758	ENSG00000108984
MAP2K7	Approved	PRKMK7	MKK7, Jnkk2		ENSG00000076984
